dictionary_key,row_type,value_id,label,maps_to,aliases,facet_ids,jurisdiction,definition,status,provenance,version,locale
regulatory_scheme,canonical,au_care_labelling_2023,Consumer Goods (Care Labelling for Clothing and Textile Products) Information Standard 2023 (AS-NZS 1957 with ISO 3758 symbols permitted),,Consumer Goods (Care Labelling for Clothing and Textile Products) Information Standard 2023 (AS/NZS 1957 with ISO 3758 symbols permitted),,au,Consumer Goods (Care Labelling for Clothing and Textile Products) Information Standard 2023 (AS/NZS 1957 with ISO 3758 symbols permitted) — ACCC [seeded from CDS-1500],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_childrens_nightwear_2017,Consumer Goods (Children's Nightwear and Limited Daywear and Paper Patterns for Children's Nightwear) Safety Standard 2017 (AS-NZS 1249),,Consumer Goods (Children's Nightwear and Limited Daywear and Paper Patterns for Children's Nightwear) Safety Standard 2017 (AS/NZS 1249),,au,Consumer Goods (Children's Nightwear and Limited Daywear and Paper Patterns for Children's Nightwear) Safety Standard 2017 (AS/NZS 1249) — ACCC [seeded from CDS-1500],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_cool_2016,Country of Origin Food Labelling Information Standard 2016,,,,au,Country of Origin Food Labelling Information Standard 2016 — ACCC [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_cosmetics_information_standard_2020,Consumer Goods (Cosmetics) Information Standard 2020,,,,au,Consumer Goods (Cosmetics) Information Standard 2020 — ACCC [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_eess_rcm,Electrical Equipment Safety System (EESS) under state and territory electrical safety laws; AS-NZS 4417,,Electrical Equipment Safety System (EESS) under state and territory electrical safety laws; AS/NZS 4417,,au,Electrical Equipment Safety System (EESS) under state and territory electrical safety laws; AS/NZS 4417 — ERAC/state regulators [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_fsanz_1_2_3_allergens,"Australia New Zealand Food Standards Code, Standard 1.2.3 and Schedule 9 (allergen declarations)",,,,au,"Australia New Zealand Food Standards Code, Standard 1.2.3 and Schedule 9 (allergen declarations) — FSANZ; enforced by state and territory agencies and DAFF for imports [seeded from CDS-1700]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_fsanz_1_2_7_claims,"Standard 1.2.7 Nutrition, health and related claims; Schedule 4 (permitted claims); Schedule 5 (NPSC)",,,,au,"Standard 1.2.7 Nutrition, health and related claims; Schedule 4 (permitted claims); Schedule 5 (NPSC) [seeded from CDS-1700]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_fsanz_1_2_8_nip,Standard 1.2.8 Nutrition information requirements; Schedule 12 format,,,,au,Standard 1.2.8 Nutrition information requirements; Schedule 12 format [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_fsanz_2_7_1_alcohol,Standard 2.7.1 Labelling of alcoholic beverages,,,,au,Standard 2.7.1 Labelling of alcoholic beverages [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_gems_energy_rating,Greenhouse and Energy Minimum Standards (GEMS) Act 2012 and product determinations,,,,au,Greenhouse and Energy Minimum Standards (GEMS) Act 2012 and product determinations — Energy Rating [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_ghs7_sds,"Model WHS Regulations — GHS Revision 7 classification, labelling and safety data sheets",,,,au,"Model WHS Regulations (as adopted by each jurisdiction) — GHS Revision 7 classification, labelling and safety data sheets — Safe Work Australia and state regulators [seeded from CDS-1900]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_health_star_rating,Health Star Rating system (voluntary front-of-pack),,,,au,Health Star Rating system (voluntary front-of-pack) — Food ministers/FSANZ [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_projectile_toys_2020,Consumer Goods (Projectile Toys) Safety Standard 2020,,,,au,"Consumer Goods (Toys for Children up to and including 36 months of age) Safety Standard 2023 (AS/NZS ISO 8124.1:2023 provisions on small parts, sharp points and edges, cords); Consumer Goods (Toys Containing Magnets) Safety Standard 2020; Consumer Goods (Projectile Toys) Safety Standard 2020 — ACCC and state regulators [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_sunglasses_2017,Consumer Goods (Sunglasses and Fashion Spectacles) Safety Standard 2017 (AS-NZS 1067.1:2016 lens categories),,Consumer Goods (Sunglasses and Fashion Spectacles) Safety Standard 2017 (AS/NZS 1067.1:2016 lens categories),,au,Consumer Goods (Sunglasses and Fashion Spectacles) Safety Standard 2017 (AS/NZS 1067.1:2016 lens categories) — ACCC [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_toppling_furniture_2024,Consumer Goods (Toppling Furniture) Information Standard 2024,,,,au,Consumer Goods (Toppling Furniture) Information Standard 2024 — ACCC [seeded from CDS-1500],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_toys_containing_magnets_2020,Consumer Goods (Toys Containing Magnets) Safety Standard 2020,,,,au,"Consumer Goods (Toys for Children up to and including 36 months of age) Safety Standard 2023 (AS/NZS ISO 8124.1:2023 provisions on small parts, sharp points and edges, cords); Consumer Goods (Toys Containing Magnets) Safety Standard 2020; Consumer Goods (Projectile Toys) Safety Standard 2020 — ACCC and state regulators [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_toys_under_36_months_2023,Consumer Goods (Toys for Children up to and including 36 months of age) Safety Standard 2023 (AS-NZS ISO 8124.1:2023 provisions on small…,,Consumer Goods (Toys for Children up to and including 36 months of age) Safety Standard 2023 (AS/NZS ISO 8124.1:2023 provisions on small…,,au,"Consumer Goods (Toys for Children up to and including 36 months of age) Safety Standard 2023 (AS/NZS ISO 8124.1:2023 provisions on small parts, sharp points and edges, cords); Consumer Goods (Toys Containing Magnets) Safety Standard 2020; Consumer Goods (Projectile Toys) Safety Standard 2020 — ACCC and state regulators [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_unit_pricing_code,Unit Pricing Code (Competition and Consumer (Industry Codes—Unit Pricing) Regulations),,,,au,Unit Pricing Code (Competition and Consumer (Industry Codes—Unit Pricing) Regulations) — ACCC [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,au_wels_water_rating,Water Efficiency Labelling and Standards (WELS) Act 2005,,,,au,Water Efficiency Labelling and Standards (WELS) Act 2005 [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1800],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_cccr_2001,Consumer Chemicals and Containers Regulations 2001 (CCCR) under the Canada Consumer Product Safety Act,,,,ca,"Transportation of Dangerous Goods Act 1992 and Regulations — Transport Canada; Hazardous Products Act and Hazardous Products Regulations (WHMIS 2015, GHS-aligned) for workplace products; Consumer Chemicals and Containers Regulations 2001 (CCCR) under the Canada Consumer Product Safety Act for consumer chemical products (no SDS requirement, consumer labelling instead) — Health Canada [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_ccpsa_textiles_jewellery,Canada Consumer Product Safety Act,,,,ca,Canada Consumer Product Safety Act — Textile Flammability Regulations; Children's Sleepwear Regulations; Children's Jewellery Regulations (lead and cadmium limits); Consumer Chemicals and Containers Regulations for garden chemicals — Health Canada [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_cmvss_equipment,Motor Vehicle Safety Act; Canada Motor Vehicle Safety Standards (CMVSS),,,,ca,Motor Vehicle Safety Act; Canada Motor Vehicle Safety Standards (CMVSS) — Transport Canada [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_cosmetic_notification,"Food and Drugs Act; Cosmetic Regulations (C.R.C., c. 869) ss. 18, 21.2–21.5, 30–31; Consumer Packaging and Labelling Act",,,,ca,"Food and Drugs Act; Cosmetic Regulations (C.R.C., c. 869) ss. 18, 21.2–21.5, 30–31; Consumer Packaging and Labelling Act — Health Canada [seeded from CDS-1600]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_electrical_safety_certification,Provincial and territorial electrical product safety certification,,,,ca,Radio Standards Specifications and ICES standards — ISED; electrical product safety certification required by provincial and territorial electrical safety authorities [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1800],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_energy_efficiency_regulations_2016,"Energy Efficiency Act (S.C. 1992, c. 36) and Energy Efficiency Regulations, 2016 (SOR-2016-311)",,"Energy Efficiency Act (S.C. 1992, c. 36) and Energy Efficiency Regulations, 2016 (SOR/2016-311)",,ca,"Energy Efficiency Act (S.C. 1992, c. 36) and Energy Efficiency Regulations, 2016 (SOR/2016-311) — Natural Resources Canada [seeded from CDS-1800]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_fdr_food_labelling,Food and Drugs Act and Regulations; Safe Food for Canadians Act and Regulations; Consumer Packaging and Labelling,,,,ca,Food and Drugs Act and Regulations; Safe Food for Canadians Act and Regulations; Consumer Packaging and Labelling — CFIA and Health Canada [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_fop_nutrition_symbol,Food and Drug Regulations B.01.350–B.01.354 (front-of-package nutrition symbol),,,,ca,Food and Drug Regulations B.01.350–B.01.354 (front-of-package nutrition symbol) — Health Canada/CFIA [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_ised_radio_equipment,Radio Standards Specifications and ICES standards (ISED),,,,ca,Radio Standards Specifications and ICES standards — ISED; electrical product safety certification required by provincial and territorial electrical safety authorities [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1800],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_nhp_product_licence,Natural Health Products Regulations (SOR-2003-196),,Natural Health Products Regulations (SOR/2003-196),,ca,Natural Health Products Regulations (SOR/2003-196) — Health Canada [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_pet_food_labelling,Pet food: Consumer Packaging and Labelling Act and Competition Act (labelling and representations); Feeds Act (largely excludes pet…,,,,ca,Pet food: Consumer Packaging and Labelling Act and Competition Act (labelling and representations); Feeds Act (largely excludes pet food); Health of Animals Act import conditions — CFIA and Competition Bureau [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_tdg_regulations,Transportation of Dangerous Goods Act 1992 and Regulations,,,,ca,"Transportation of Dangerous Goods Act 1992 and Regulations — Transport Canada; Hazardous Products Act and Hazardous Products Regulations (WHMIS 2015, GHS-aligned) for workplace products; Consumer Chemicals and Containers Regulations 2001 (CCCR) under the Canada Consumer Product Safety Act for consumer chemical products (no SDS requirement, consumer labelling instead) — Health Canada [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_textile_labelling_act,Textile Labelling Act and Textile Labelling and Advertising Regulations,,,,ca,Textile Labelling Act and Textile Labelling and Advertising Regulations — Competition Bureau [seeded from CDS-1500],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_toys_regulations_2011,"Canada Consumer Product Safety Act; Toys Regulations (SOR-2011-17) (small parts, magnets, cords, noise, toxic substances, age-related…",,"Canada Consumer Product Safety Act; Toys Regulations (SOR/2011-17) (small parts, magnets, cords, noise, toxic substances, age-related…",,ca,"Canada Consumer Product Safety Act; Toys Regulations (SOR/2011-17) (small parts, magnets, cords, noise, toxic substances, age-related requirements); Consumer Packaging and Labelling Act (bilingual identity, net quantity, dealer) — Health Canada [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,ca_whmis_2015,Hazardous Products Act and Hazardous Products Regulations (WHMIS 2015),,,,ca,"Transportation of Dangerous Goods Act 1992 and Regulations — Transport Canada; Hazardous Products Act and Hazardous Products Regulations (WHMIS 2015, GHS-aligned) for workplace products; Consumer Chemicals and Containers Regulations 2001 (CCCR) under the Canada Consumer Product Safety Act for consumer chemical products (no SDS requirement, consumer labelling instead) — Health Canada [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_adr_transport,European Agreement concerning the International Carriage of Dangerous Goods by Road (ADR) as applied by Directive 2008-68-EC; IMDG and…,,European Agreement concerning the International Carriage of Dangerous Goods by Road (ADR) as applied by Directive 2008/68/EC; IMDG and…,,eu,European Agreement concerning the International Carriage of Dangerous Goods by Road (ADR) as applied by Directive 2008/68/EC; IMDG and ICAO/IATA for sea and air [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_batteries_2023_1542,Regulation (EU) 2023-1542 concerning batteries and waste batteries,,Regulation (EU) 2023/1542 concerning batteries and waste batteries,,eu,Regulation (EU) 2023/1542 concerning batteries and waste batteries [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_ce_marking_electrical,"Low Voltage Directive 2014-35-EU, EMC Directive 2014-30-EU, Radio Equipment Directive 2014-53-EU, RoHS Directive 2011-65-EU",,"Low Voltage Directive 2014/35/EU, EMC Directive 2014/30/EU, Radio Equipment Directive 2014/53/EU, RoHS Directive 2011/65/EU",,eu,"Low Voltage Directive 2014/35/EU, EMC Directive 2014/30/EU, Radio Equipment Directive 2014/53/EU, RoHS Directive 2011/65/EU — CE marking [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1800]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_claims_1924_2006,Regulation (EC) No 1924-2006 nutrition and health claims,,Regulation (EC) No 1924/2006 nutrition and health claims,,eu,Regulation (EC) No 1924/2006 nutrition and health claims; Commission Implementing Regulation (EU) No 828/2014 (gluten) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_clp_1272_2008,"CLP Regulation (EC) No 1272-2008 (classification, labelling, packaging)",,"CLP Regulation (EC) No 1272/2008 (classification, labelling, packaging)",,eu,"REACH Regulation (EC) No 1907/2006 Article 31 (safety data sheets); CLP Regulation (EC) No 1272/2008 (classification, labelling, packaging) — ECHA and member states [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_common_charger_2022_2380,Directive (EU) 2022-2380 amending the Radio Equipment Directive (common charger),,Directive (EU) 2022/2380 amending the Radio Equipment Directive (common charger),,eu,Directive (EU) 2022/2380 amending the Radio Equipment Directive (common charger) [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_cosmetics_regulation_1223_2009,"Regulation (EC) No 1223-2009 on cosmetic products, Articles 4, 11, 13, 19",,"Regulation (EC) No 1223/2009 on cosmetic products, Articles 4, 11, 13, 19",,eu,"Regulation (EC) No 1223/2009 on cosmetic products, Articles 4, 11, 13, 19 — European Commission and member-state authorities [seeded from CDS-1600]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_cpnp_notification,Cosmetic Products Notification Portal (CPNP) notification under Regulation (EC) No 1223-2009 Article 13,,Cosmetic Products Notification Portal (CPNP) notification under Regulation (EC) No 1223/2009 Article 13,,eu,"Regulation (EC) No 1223/2009 on cosmetic products, Articles 4, 11, 13, 19 — European Commission and member-state authorities [seeded from CDS-1600]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_energy_label_2017_1369,Energy Labelling Regulation (EU) 2017-1369; product-specific delegated regulations; Commission Implementing Regulation (EU) 2024-994 (EPREL),,Energy Labelling Regulation (EU) 2017/1369; product-specific delegated regulations; Commission Implementing Regulation (EU) 2024/994 (EPREL),,eu,Energy Labelling Regulation (EU) 2017/1369; product-specific delegated regulations; Commission Implementing Regulation (EU) 2024/994 (EPREL) [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_espr_2024_1781,Regulation (EU) 2024-1781 Ecodesign for Sustainable Products,,Regulation (EU) 2024/1781 Ecodesign for Sustainable Products,,eu,"Regulation (EU) 2024/1781 ESPR (textiles and furniture are priority product groups; delegated acts pending; unsold-goods destruction disclosure and ban for apparel and footwear for large enterprises from 19 July 2026) [seeded from CDS-1500, CDS-1800]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_feed_labelling_767_2009,"Regulation (EC) No 767-2009 on the placing on the market and use of feed (Chapter 4 labelling: type of feed, feed business operator, net…",,"Regulation (EC) No 767/2009 on the placing on the market and use of feed (Chapter 4 labelling: type of feed, feed business operator, net…",,eu,"Regulation (EC) No 767/2009 on the placing on the market and use of feed (Chapter 4 labelling: type of feed, feed business operator, net quantity, composition, analytical constituents, additives, moisture, best-before, batch, instructions for proper use, species and category of animal, complete or complementary designation); Regulation (EC) No 1831/2003 (additives); FEDIAF labelling code [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_fic_1169_2011,"Regulation (EU) No 1169-2011 on food information to consumers (FIC), Articles 9, 12, 14, 16, 18, 21, 30 and Annexes II–V",,"Regulation (EU) No 1169/2011 on food information to consumers (FIC), Articles 9, 12, 14, 16, 18, 21, 30 and Annexes II–V",,eu,"Regulation (EU) No 1169/2011 on food information to consumers (FIC), Articles 9, 12, 14, 16, 18, 21, 30 and Annexes II–V — European Commission and member states [seeded from CDS-1700]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_footwear_labelling_94_11,Directive 94-11-EC on the labelling of materials used in the main components of footwear,,Directive 94/11/EC on the labelling of materials used in the main components of footwear,,eu,Directive 94/11/EC on the labelling of materials used in the main components of footwear [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_fragrance_allergens_2023_1545,Commission Regulation (EU) 2023-1545 amending Annex III (fragrance allergens),,Commission Regulation (EU) 2023/1545 amending Annex III (fragrance allergens),,eu,Commission Regulation (EU) 2023/1545 amending Annex III (fragrance allergens) [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_gluten_828_2014,Commission Implementing Regulation (EU) No 828-2014 (gluten),,Commission Implementing Regulation (EU) No 828/2014 (gluten),,eu,Regulation (EC) No 1924/2006 nutrition and health claims; Commission Implementing Regulation (EU) No 828/2014 (gluten) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_gpsr_2023_988,Regulation (EU) 2023-988 General Product Safety Regulation,,Regulation (EU) 2023/988 General Product Safety Regulation,,eu,"Regulation (EU) 2023/988 General Product Safety Regulation [seeded from CDS-1500, CDS-1600, CDS-1800, CDS-1900, CDS-2000]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_machinery_regulation_2023_1230,"Machinery Regulation (EU) 2023-1230 (CE marking for machinery and tools, applies from 20 January 2027)",,"Machinery Regulation (EU) 2023/1230 (CE marking for machinery and tools, applies from 20 January 2027)",,eu,"UNECE type-approval regulations for vehicle components (E-mark), Regulation (EU) 2018/858 and (EU) 2019/2144 (general safety); Machinery Regulation (EU) 2023/1230 (CE marking for machinery and tools, applies from 20 January 2027) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_organic_2018_848,Regulation (EU) 2018-848 organic production and labelling,,Regulation (EU) 2018/848 organic production and labelling,,eu,Regulation (EU) 2018/848 organic production and labelling [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_ppe_2016_425,Regulation (EU) 2016-425 on personal protective equipment,,Regulation (EU) 2016/425 on personal protective equipment,,eu,Regulation (EU) 2016/425 on personal protective equipment [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_reach_annex_xvii_articles,"REACH Regulation (EC) No 1907-2006 Annex XVII entries 27 (nickel release from articles in prolonged skin contact), 23 (cadmium in…",,"REACH Regulation (EC) No 1907/2006 Annex XVII entries 27 (nickel release from articles in prolonged skin contact), 23 (cadmium in…",,eu,"REACH Regulation (EC) No 1907/2006 Annex XVII entries 27 (nickel release from articles in prolonged skin contact), 23 (cadmium in jewellery), 63 (lead in jewellery), 43 (azo dyes in textiles), 72 (CMR substances in textiles and footwear) — ECHA [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_reach_sds_article_31,REACH Regulation (EC) No 1907-2006 Article 31 (safety data sheets),,REACH Regulation (EC) No 1907/2006 Article 31 (safety data sheets),,eu,"REACH Regulation (EC) No 1907/2006 Article 31 (safety data sheets); CLP Regulation (EC) No 1272/2008 (classification, labelling, packaging) — ECHA and member states [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_smartphone_energy_label_2023_1669,Commission Delegated Regulation (EU) 2023-1669 (energy labelling of smartphones and slate tablets) and Commission Regulation (EU)…,,Commission Delegated Regulation (EU) 2023/1669 (energy labelling of smartphones and slate tablets) and Commission Regulation (EU)…,,eu,Commission Delegated Regulation (EU) 2023/1669 (energy labelling of smartphones and slate tablets) and Commission Regulation (EU) 2023/1670 (ecodesign) [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_textile_labelling_1007_2011,Regulation (EU) No 1007-2011 on textile fibre names and related labelling and marking of the fibre composition of textile products,,Regulation (EU) No 1007/2011 on textile fibre names and related labelling and marking of the fibre composition of textile products,,eu,Regulation (EU) No 1007/2011 on textile fibre names and related labelling and marking of the fibre composition of textile products [seeded from CDS-1500],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_toy_safety_2009_48,"Directive 2009-48-EC on the safety of toys (CE marking, EC declaration of conformity, manufacturer and importer identification, warnings…",,"Directive 2009/48/EC on the safety of toys (CE marking, EC declaration of conformity, manufacturer and importer identification, warnings…",,eu,"Directive 2009/48/EC on the safety of toys (CE marking, EC declaration of conformity, manufacturer and importer identification, warnings including age warnings and specific warnings for toys in Annex V; warnings that determine the decision to purchase must be clearly visible before purchase including online) — to be replaced by Regulation (EU) 2025/2509 (applies from 1 August 2030; digital… [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_toy_safety_regulation_2025_2509,Regulation (EU) 2025-2509 on the safety of toys,,Regulation (EU) 2025/2509 on the safety of toys,,eu,"Directive 2009/48/EC on the safety of toys (CE marking, EC declaration of conformity, manufacturer and importer identification, warnings including age warnings and specific warnings for toys in Annex V; warnings that determine the decision to purchase must be clearly visible before purchase including online) — to be replaced by Regulation (EU) 2025/2509 (applies from 1 August 2030; digital… [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_tyre_label_2020_740,Regulation (EU) 2020-740 on the labelling of tyres,,Regulation (EU) 2020/740 on the labelling of tyres,,eu,Regulation (EU) 2020/740 on the labelling of tyres [seeded from CDS-1900],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_unece_type_approval,"UNECE type-approval regulations for vehicle components (E-mark), Regulation (EU) 2018-858 and (EU) 2019-2144 (general safety)",,"UNECE type-approval regulations for vehicle components (E-mark), Regulation (EU) 2018/858 and (EU) 2019/2144 (general safety)",,eu,"UNECE type-approval regulations for vehicle components (E-mark), Regulation (EU) 2018/858 and (EU) 2019/2144 (general safety); Machinery Regulation (EU) 2023/1230 (CE marking for machinery and tools, applies from 20 January 2027) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
